ccam_num,day_num,carcass_age,CORA,TUVU,UNGU,Bird,Great Blue Heron (not scavenging),Deer mouse,Human,Western Fence Lizard,Mule deer (mouth contact),Black phoebe
53,22,4,0s,0s,2400s (~40 minutes),0s,0s,0s,2400s (~40 minutes),0s,0s,0s
54,2,3,6520s (~1.81 hours),5334s (~1.48 hours),0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s
54,3,3,593s (~9.88 minutes),1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s,0s,0s
54,4,3,1187s (~19.78 minutes),4747s (~1.32 hours),0s,0s,0s,0s,0s,0s,0s,0s
54,5,3,4153s (~1.15 hours),6527s (~1.81 hours),0s,1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
54,6,3,7119s (~1.98 hours),29663s (~8.24 hours),593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
54,7,3,5933s (~1.65 hours),8307s (~2.31 hours),593s (~9.88 minutes),1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s
54,8,3,4745s (~1.32 hours),16609s (~4.61 hours),2373s (~39.55 minutes),1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s
54,9,3,3559s (~59.32 minutes),23727s (~6.59 hours),1186s (~19.77 minutes),1780s (~29.67 minutes),0s,0s,0s,0s,0s,0s
54,10,3,1186s (~19.77 minutes),15423s (~4.28 hours),2373s (~39.55 minutes),4152s (~1.15 hours),0s,0s,0s,0s,0s,0s
54,11,3,2372s (~39.53 minutes),1186s (~19.77 minutes),0s,4744s (~1.32 hours),0s,0s,0s,0s,0s,0s
54,12,3,2372s (~39.53 minutes),1186s (~19.77 minutes),593s (~9.88 minutes),2966s (~49.43 minutes),0s,0s,0s,0s,0s,0s
54,13,3,2426s (~40.43 minutes),2426s (~40.43 minutes),0s,4245s (~1.18 hours),0s,0s,0s,0s,0s,0s
54,14,3,1944s (~32.4 minutes),1296s (~21.6 minutes),0s,2592s (~43.2 minutes),0s,0s,0s,0s,0s,0s
54,15,3,0s,1865s (~31.08 minutes),0s,1865s (~31.08 minutes),0s,0s,0s,0s,0s,0s
54,16,3,0s,8185s (~2.27 hours),630s (~10.5 minutes),5037s (~1.4 hours),0s,0s,0s,0s,0s,0s
54,17,3,0s,3071s (~51.18 minutes),614s (~10.23 minutes),1843s (~30.72 minutes),0s,0s,0s,0s,614s (~10.23 minutes),0s
54,18,3,661s (~11.02 minutes),0s,0s,1322s (~22.03 minutes),0s,0s,0s,0s,0s,0s
54,19,3,0s,0s,0s,653s (~10.88 minutes),0s,0s,0s,0s,0s,0s
54,20,4,0s,0s,0s,1290s (~21.5 minutes),0s,0s,0s,0s,0s,0s
54,21,4,3820s (~1.06 hours),1273s (~21.22 minutes),0s,0s,0s,0s,0s,0s,0s,0s
54,22,4,662s (~11.03 minutes),1323s (~22.05 minutes),0s,0s,0s,0s,0s,0s,0s,0s
54,23,4,646s (~10.77 minutes),1938s (~32.3 minutes),0s,3877s (~1.08 hours),0s,0s,0s,0s,0s,0s
54,24,4,672s (~11.2 minutes),0s,0s,0s,0s,0s,0s,0s,0s,0s
54,25,4,0s,0s,0s,1992s (~33.2 minutes),0s,0s,0s,0s,0s,0s
54,26,4,0s,0s,0s,4775s (~1.33 hours),0s,0s,0s,0s,0s,0s
54,27,4,0s,0s,0s,2096s (~34.93 minutes),0s,0s,0s,0s,0s,0s
54,28,4,0s,0s,0s,1403s (~23.38 minutes),0s,0s,0s,0s,0s,0s
54,29,4,0s,0s,0s,698s (~11.63 minutes),0s,0s,0s,0s,0s,0s
55,2,2,0s,2400s (~40 minutes),1800s (~30 minutes),0s,0s,0s,0s,0s,0s,0s
55,3,2,3000s (~50 minutes),600s (~10 minutes),600s (~10 minutes),0s,0s,0s,0s,0s,0s,0s
55,4,3,600s (~10 minutes),3000s (~50 minutes),1200s (~20 minutes),0s,0s,0s,0s,0s,0s,0s
55,5,3,1187s (~19.78 minutes),2373s (~39.55 minutes),1187s (~19.78 minutes),0s,0s,0s,0s,0s,0s,0s
55,6,3,1780s (~29.67 minutes),7120s (~1.98 hours),593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
55,7,3,1214s (~20.23 minutes),1214s (~20.23 minutes),0s,0s,0s,0s,0s,0s,0s,0s
55,8,3,593s (~9.88 minutes),0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
55,9,3,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
55,10,3,0s,0s,593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
55,11,3,0s,1779s (~29.65 minutes),593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
55,12,3,0s,0s,593s (~9.88 minutes),2966s (~49.43 minutes),0s,0s,0s,0s,0s,0s
55,13,3,0s,1795s (~29.92 minutes),0s,2991s (~49.85 minutes),0s,0s,0s,0s,0s,0s
55,14,3,607s (~10.12 minutes),7892s (~2.19 hours),607s (~10.12 minutes),0s,0s,0s,0s,0s,0s,0s
55,15,3,1214s (~20.23 minutes),10321s (~2.87 hours),2429s (~40.48 minutes),607s (~10.12 minutes),0s,0s,0s,0s,0s,0s
55,16,3,607s (~10.12 minutes),0s,607s (~10.12 minutes),1821s (~30.35 minutes),0s,0s,0s,0s,0s,0s
55,17,3,0s,0s,1186s (~19.77 minutes),0s,0s,0s,0s,0s,0s,0s
55,18,3,0s,0s,614s (~10.23 minutes),0s,0s,0s,0s,0s,0s,0s
55,19,3,0s,614s (~10.23 minutes),0s,1843s (~30.72 minutes),0s,0s,0s,0s,0s,0s
55,20,3,0s,0s,0s,1267s (~21.12 minutes),0s,0s,0s,0s,0s,0s
55,21,3,670s (~11.17 minutes),0s,670s (~11.17 minutes),670s (~11.17 minutes),0s,0s,0s,0s,0s,0s
55,22,3,664s (~11.07 minutes),1992s (~33.2 minutes),664s (~11.07 minutes),1328s (~22.13 minutes),0s,0s,0s,0s,0s,0s
55,23,3,1276s (~21.27 minutes),1276s (~21.27 minutes),0s,0s,0s,0s,0s,0s,0s,0s
55,24,3,630s (~10.5 minutes),0s,630s (~10.5 minutes),630s (~10.5 minutes),0s,0s,0s,0s,0s,0s
55,25,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
55,26,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,655s (~10.92 minutes)
55,27,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,655s (~10.92 minutes)
55,28,3,0s,0s,0s,2621s (~43.68 minutes),0s,0s,0s,0s,0s,0s
55,29,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
58,2,3,10673s (~2.96 hours),33798s (~9.39 hours),7708s (~2.14 hours),0s,0s,0s,0s,0s,0s,0s
58,3,3,10079s (~2.8 hours),21936s (~6.09 hours),5336s (~1.48 hours),0s,0s,0s,0s,0s,0s,0s
58,4,3,6600s (~1.83 hours),15000s (~4.17 hours),11400s (~3.17 hours),0s,0s,0s,0s,0s,0s,0s
59,2,2,6772s (~1.88 hours),4309s (~1.2 hours),616s (~10.27 minutes),616s (~10.27 minutes),0s,0s,0s,0s,0s,0s
59,3,2,1867s (~31.12 minutes),5600s (~1.56 hours),0s,933s (~15.55 minutes),0s,0s,0s,0s,0s,0s
59,4,3,0s,2191s (~36.52 minutes),0s,0s,0s,0s,0s,0s,0s,0s
59,5,3,848s (~14.13 minutes),848s (~14.13 minutes),848s (~14.13 minutes),848s (~14.13 minutes),0s,0s,0s,0s,0s,0s
59,6,3,0s,15333s (~4.26 hours),0s,0s,0s,0s,0s,0s,0s,0s
59,7,3,3556s (~59.27 minutes),3556s (~59.27 minutes),593s (~9.88 minutes),0s,0s,0s,0s,0s,0s,0s
59,8,3,2505s (~41.75 minutes),5635s (~1.57 hours),0s,0s,0s,0s,0s,0s,0s,0s
59,9,3,2371s (~39.52 minutes),7705s (~2.14 hours),593s (~9.88 minutes),2371s (~39.52 minutes),0s,0s,0s,0s,0s,0s
59,10,3,0s,4536s (~1.26 hours),0s,4536s (~1.26 hours),0s,0s,0s,0s,0s,0s
59,11,3,1279s (~21.32 minutes),6395s (~1.78 hours),3197s (~53.28 minutes),1279s (~21.32 minutes),0s,0s,0s,0s,0s,0s
59,12,3,600s (~10 minutes),4800s (~1.33 hours),1800s (~30 minutes),2400s (~40 minutes),0s,0s,0s,0s,0s,0s
59,13,3,591s (~9.85 minutes),5317s (~1.48 hours),591s (~9.85 minutes),0s,0s,0s,0s,0s,0s,0s
60,2,3,0s,1112s (~18.53 minutes),1112s (~18.53 minutes),0s,0s,0s,0s,0s,0s,0s
60,3,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
60,4,3,0s,2209s (~36.82 minutes),11045s (~3.07 hours),0s,0s,0s,0s,0s,0s,0s
60,5,3,0s,941s (~15.68 minutes),1882s (~31.37 minutes),0s,0s,0s,0s,0s,0s,0s
60,6,3,0s,0s,0s,0s,0s,0s,0s,0s,0s,0s
61,2,3,10800s (~3 hours),18600s (~5.17 hours),21000s (~5.83 hours),0s,0s,0s,0s,0s,0s,0s
